Journal title,Journal URL,URL in DOAJ,Journal ISSN (print version),Journal EISSN (online version),Country of publisher,APC,Has other fees,bnd1,bnd2,correo
Administração: Ensino e Pesquisa,http://raep.emnuvens.com.br/raep,https://doaj.org/toc/71d38f79cc7641509999a8c7795a0a77,2177-6083,2358-0917,Brazil,No,No,,,
Calidoscópio,http://revistas.unisinos.br/index.php/calidoscopio,https://doaj.org/toc/5e9b2b7ea931403181774821b31cda76,,2177-6202,Brazil,No,No,,,
Ciências Sociais Unisinos,http://revistas.unisinos.br/index.php/ciencias_sociais/index,https://doaj.org/toc/095a53489538464eadc7fba1cbf7c10f,,2177-6229,Brazil,No,No,,cgadea@unisinos.br,cgadea@unisinos.br
Revista e-scrita : Revista do Curso de Letras da UNIABEU,https://revista.uniabeu.edu.br/index.php/RE/index,https://doaj.org/toc/24555bfcb25149ffb4fb523d0cae0a4c,,2177-6288,Brazil,No,No,,,
Ciência da Madeira,https://periodicos.ufpel.edu.br/ojs2/index.php/cienciadamadeira,https://doaj.org/toc/42d753ecc1f14d7395b9c62203f30bc8,,2177-6830,Brazil,No,No,,cienciadamadeira@yahoo.com.br,cienciadamadeira@yahoo.com.br
Sustentabilidade em Debate,https://periodicos.unb.br/index.php/sust/index,https://doaj.org/toc/eacf67cec50743a2b6b339eb794d78d3,2177-7675,2179-9067,Brazil,No,No,,,
Interfaces da Educação,https://periodicosonline.uems.br/index.php/interfaces/index,https://doaj.org/toc/72d42f13712a43e39d86b42307dc731a,,2177-7691,Brazil,No,No,,abpaesbr@yahoo.com.br,abpaesbr@yahoo.com.br
Revista Videre,http://ojs.ufgd.edu.br/index.php/videre,https://doaj.org/toc/fedb42b6adf24c60b25ef85efa04258b,,2177-7837,Brazil,No,No,,,
EAD em Foco,http://eademfoco.cecierj.edu.br/index.php/Revista/index,https://doaj.org/toc/ce57f165ad274848af4ac1a306ab1f7d,,2177-8310,Brazil,No,No,,eademfoco@cecierj.edu.br,eademfoco@cecierj.edu.br
Poiésis,http://periodicos.uff.br/poiesis/index,https://doaj.org/toc/918f81798f654cbb8a0912037cf70554,,2177-8566,Brazil,No,No,,,
Revista de Ciências Agrárias,https://periodicos.ufra.edu.br/index.php/ajaes,https://doaj.org/toc/1ca805541273422188e637a7164f26a7,,2177-8760,Brazil,No,No,,amazonian.journal@ufra.edu.br ; ajaes.suporte@gmail.com,amazonian.journal@ufra.edu.br ; ajaes.suporte@gmail.com
Em Teia,https://periodicos.ufpe.br/revistas/emteia/index,https://doaj.org/toc/eca50497d2b14d00b12fa26845a930ad,,2177-9309,Brazil,No,No,,,
Revista Brasileira de Ciências Policiais,https://periodicos.pf.gov.br/index.php/RBCP/,https://doaj.org/toc/a4a6f731cd324b458e1fc2eb6f2d2734,2178-0013,2318-6917,Brazil,No,No,,publicacesp.anp.dgp@pf.gov.br ; cesp.anp@dpf.gov.br,publicacesp.anp.dgp@pf.gov.br ; cesp.anp@dpf.gov.br
Revista Administração em Diálogo,http://revistas.pucsp.br/index.php/rad,https://doaj.org/toc/8e12a657b9604b13ac4035b1defa91cc,,2178-0080,Brazil,No,No,,,
Geosaberes,http://www.geosaberes.ufc.br,https://doaj.org/toc/7bb433638ab342259e0b29dadf4ea808,,2178-0463,Brazil,No,No,,cdennys@ufc.br,cdennys@ufc.br
Exatas Online,http://www2.uesb.br/exatasonline/,https://doaj.org/toc/48f6b83d1560416b8bfcb1d1cdcec7a1,,2178-0471,Brazil,No,No,,,
Revista da Defensoria Pública do Estado do Rio Grande do Sul,https://revista.defensoria.rs.def.br/defensoria,https://doaj.org/toc/04e440e19b934d729ffa6ec02669d526,2178-0528,2177-8116,Brazil,No,No,,revistadpe@defensoria.rs.def.br,revistadpe@defensoria.rs.def.br
Cadernos de Educação,https://periodicos.ufpel.edu.br/ojs2/index.php/caduc/,https://doaj.org/toc/d947ce4d707547e8989796e9194215da,,2178-079X,Brazil,No,No,,,
Griot: Revista de Filosofia,https://www3.ufrb.edu.br/seer/index.php/griot/index,https://doaj.org/toc/2371102ae700497d9d88ad6e7d961fd8,,2178-1036,Brazil,No,No,,griotrevista@gmail.com,griotrevista@gmail.com
Revista Opinião Filosófica,http://periodico.abavaresco.com.br/index.php/opiniaofilosofica,https://doaj.org/toc/e1302c215cd14bcaa665873ba8396652,,2178-1176,Brazil,No,No,,,
Caracol,http://www.revistas.usp.br/caracol/index,https://doaj.org/toc/1b133677f89a4979a684886c97c9da99,2178-1702,2317-9651,Brazil,No,No,,revista.caracol@usp.br,revista.caracol@usp.br
Design e Tecnologia,https://www.ufrgs.br/det/index.php/det/index,https://doaj.org/toc/fdbe8c83523a497db8357daab321eccc,,2178-1974,Brazil,No,No,,,
Cadernos de Pesquisa,http://www.periodicoseletronicos.ufma.br/index.php/cadernosdepesquisa,https://doaj.org/toc/dcfa640db97c49f6baf26fa65e6251ff,,2178-2229,Brazil,No,No,,cadernosdepesquisa@ufma.br ; periodicoseletronicos@ufma.br,cadernosdepesquisa@ufma.br ; periodicoseletronicos@ufma.br
UNINGÁ Review,http://revista.uninga.br/index.php/uningareviews/index,https://doaj.org/toc/17b0e97d0fff4f2eabb6b706ab35c371,,2178-2571,Brazil,Yes,No,,,
Educação em Perspectiva,http://www.seer.ufv.br/seer/educacaoemperspectiva/index.php/ppgeufv,https://doaj.org/toc/ac98f5735c3e44cda76f10f959527803,2178-258X,2178-8359,Brazil,No,No,,educacaoemperspectiva@ufv.br; rbrauna@ufv.br,educacaoemperspectiva@ufv.br; rbrauna@ufv.br
Resgate,http://periodicos.sbu.unicamp.br/ojs/index.php/resgate,https://doaj.org/toc/d9cdbea4ff1d4ac78f89233e98cf6dc5,,2178-3284,Brazil,No,No,,,
Brazilian English Language Teaching Journal,http://revistaseletronicas.pucrs.br/fo/ojs/index.php/belt/index,https://doaj.org/toc/7fbd75aa5dec49348b836d3aafbf0dd1,,2178-3640,Brazil,No,No,,beltjournal@pucrs.br,beltjournal@pucrs.br
Acta Scientiarum: Education,https://periodicos.uem.br/ojs/index.php/ActaSciEduc,https://doaj.org/toc/58c3a32cbf7b42a68d5a03839c798468,2178-5198,2178-5201,Brazil,No,No,,,
Conversas & Controvérsias,http://revistaseletronicas.pucrs.br/ojs/index.php/conversasecontroversias/index,https://doaj.org/toc/55f34fe78db94dff825b8f3954d4c950,,2178-5694,Brazil,No,No,,augusto.oliveira@pucrs.br ; editora.periodicos@pucrs.br,augusto.oliveira@pucrs.br ; editora.periodicos@pucrs.br
Cadernos do Pet Filosofia,http://www.ojs.ufpi.br/index.php/pet,https://doaj.org/toc/df6584e047d44a61be7c9a263b877662,,2178-5880,Brazil,No,No,,,
Brazilian Dental Science,http://bds.ict.unesp.br/,https://doaj.org/toc/2a9dae25b4654c86994344c91f0f6f80,,2178-6011,Brazil,No,No,,bds.ict@unesp.br,bds.ict@unesp.br
Mídia e Cotidiano,https://periodicos.uff.br/midiaecotidiano,https://doaj.org/toc/42b8234c0e37434fb587f9cececd08f2,,2178-602X,Brazil,No,No,,,
Negócios em Projeção,http://revista.faculdadeprojecao.edu.br/index.php/Projecao1,https://doaj.org/toc/40ba8b8347a74845ad10cfbcfa7592a8,,2178-6259,Brazil,No,No,,andreia.stanger@projecao.br,andreia.stanger@projecao.br
Headache Medicine,http://headachemedicine.com.br,https://doaj.org/toc/35d42a8d8a7142a58c34e43af27a9f8b,,2178-7468,Brazil,No,No,,,
"Revista de Administração, Contabilidade e Economia da Fundace",http://www.fundace.org.br/revistaracef/index.php/racef/index,https://doaj.org/toc/462005be41084630bc1dfdbfe6ed0ebe,,2178-7638,Brazil,No,No,,revistaracef@fundace.com.br,revistaracef@fundace.com.br
Saber Humano,https://saberhumano.emnuvens.com.br/sh/index,https://doaj.org/toc/8652b670627f4ba4b36ea2fd6f50cfdf,2178-7689,2446-6298,Brazil,No,No,,,
Revista Mosaico,http://editora.universidadedevassouras.edu.br/index.php/RM,https://doaj.org/toc/05dde6137e6f4c9990ff1e5b807d0b48,,2178-7719,Brazil,Yes,No,,revista.mosaico@universidadedevassouras.edu.br ; diretoria.editora@universidadedevassouras.edu.br,revista.mosaico@universidadedevassouras.edu.br ; diretoria.editora@universidadedevassouras.edu.br
Gestão e Planejamento,https://revistas.unifacs.br/index.php/rgb,https://doaj.org/toc/9e261fb3706d4f029602fd7be3bc7225,,2178-8030,Brazil,No,No,,,
Colloquium Exactarum,http://journal.unoeste.br/index.php/ce,https://doaj.org/toc/a4be2d8057744986b31b968245f3c793,,2178-8332,Brazil,No,No,,editoracao@unoeste.br ; robson@unoeste.br,editoracao@unoeste.br ; robson@unoeste.br
Revista Conjuntura Austral,http://seer.ufrgs.br/index.php/ConjunturaAustral/index,https://doaj.org/toc/2ef10dd40eda430496f5a5f6f2ba6568,,2178-8839,Brazil,No,No,,,
SER Social,http://periodicos.unb.br/index.php/SER_Social,https://doaj.org/toc/846262da36c94753abd4b15d4c418b4f,,2178-8987,Brazil,No,No,,,
GeSec,http://www.revistagesec.org.br,https://doaj.org/toc/0e2a23398b8c4f84ac0d36ed7f41868e,,2178-9010,Brazil,No,No,,,
Cadernos CIMEAC,http://seer.uftm.edu.br/revistaeletronica/index.php/cimeac,https://doaj.org/toc/5c3afdd89436462f83f759bfef03ab6f,,2178-9770,Brazil,No,No,,cadernoscimeac@gmail.com ; secretaria@icene.uftm.edu.br,cadernoscimeac@gmail.com ; secretaria@icene.uftm.edu.br
"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",http://www.scielo.br/scielo.php?script=sci_serial&pid=2179-1074&lng=en&nrm=iso,https://doaj.org/toc/a9da2ab0a0a14a0d9fbfefbcc6f89a70,,2179-1074,Brazil,No,No,,,
Revista GEMInIS,http://www.revistageminis.ufscar.br/index.php/geminis/index,https://doaj.org/toc/6a2b63861a0a4d9ca2d2758ede61672e,,2179-1465,Brazil,No,No,,revista.geminis@ufscar.br,revista.geminis@ufscar.br
Estação Científica,http://periodicos.unifap.br/index.php/estacao,https://doaj.org/toc/82758d4ea0d647c89db646a5fbb6b513,,2179-1902,Brazil,No,No,,,
Revista de Saúde,http://editora.universidadedevassouras.edu.br/index.php/RS,https://doaj.org/toc/697cf472ed8b46819edc931247bee260,,2179-2739,Brazil,Yes,No,,revista.saude@universidadedevassouras.edu.br ; diretoria.editora@universidadedevassouras.edu.br,revista.saude@universidadedevassouras.edu.br ; diretoria.editora@universidadedevassouras.edu.br
Revista de Direito Econômico e Socioambiental,https://periodicos.pucpr.br/index.php/direitoeconomico/index,https://doaj.org/toc/2b7558b6d545419f8ca5b03aa149580e,2179-345X,2179-8214,Brazil,No,No,,,
Entremeios,http://www.entremeios.inf.br,https://doaj.org/toc/a41d27d5a6a54aa281e0e6eab91c6552,,2179-3514,Brazil,No,No,,revistaentremeios@gmail.com,revistaentremeios@gmail.com
Journal on Innovation and Sustainability,http://revistas.pucsp.br/risus,https://doaj.org/toc/acc9db17a62e406c9dcdaf776f8accad,,2179-3565,Brazil,No,No,,,
Voluntas,https://periodicos.ufsm.br/voluntas,https://doaj.org/toc/d298caeb21ad49d0a255720326b3e30f,,2179-3786,Brazil,No,No,,voluntas@ufsm.br ; centraldeperiodicos@ufsm.br,voluntas@ufsm.br ; centraldeperiodicos@ufsm.br
EntreLetras,https://sistemas.uft.edu.br/periodicos/index.php/entreletras/index,https://doaj.org/toc/01e2c7f7bd5b40b3acd8639d9696e53b,,2179-3948,Brazil,No,No,,,
Revista de Estudos Literários da UEMS - REVELL,http://periodicosonline.uems.br/index.php/REV/index,https://doaj.org/toc/db93e62e8ee44a85927706320ee926c2,,2179-4456,Brazil,No,No,,revell@uems.br ; andre_benatti29@hotmail.com,revell@uems.br ; andre_benatti29@hotmail.com
Iniciação,http://www1.sp.senac.br/hotsites/blogs/revistainiciacao/,https://doaj.org/toc/0704eb06de264665a08ec03281a3b3fa,,2179-474X,Brazil,No,No,,,
Archai: Revista de Estudos sobre as Origens do Pensamento Ocidental,https://impactum-journals.uc.pt/archai,https://doaj.org/toc/30b4df72f1f14ff4a91db7dde87e873e,2179-4960,1984-249X,Portugal,No,No,,archaijournal@unb.br,archaijournal@unb.br
Revista Uniabeu,http://www.uniabeu.edu.br/publica/index.php/RU,https://doaj.org/toc/d4c045cf9abf411aaf55a0970b343658,,2179-5037,Brazil,No,No,,,
Sede de Ler,https://periodicos.uff.br/index.php/sededeler,https://doaj.org/toc/21ba3f661380425a95a8ef157d13f9ab,2179-5258,2675-200X,Brazil,No,No,,revistasededeler@gmail.com,revistasededeler@gmail.com
Angelus Novus,https://www.revistas.usp.br/ran,https://doaj.org/toc/46b182ca804642feb2cfce8ee44efdf7,,2179-5487,Brazil,No,No,,,
Biota Amazônia,http://periodicos.unifap.br/index.php/biota/index,https://doaj.org/toc/e1d837ae372a449eb1d4a4b2ad316a7f,,2179-5746,Brazil,Yes,No,,juliosa@unifap.br,juliosa@unifap.br
Revista Brasileira de Farmácia Hospitalar e Serviços de Saúde,https://rbfhss.org.br/,https://doaj.org/toc/de500170cc704227bb4caa0b250e22f9,2179-5924,2316-7750,Brazil,No,No,,,
Revista de Pesquisa em Saúde,http://www.periodicoseletronicos.ufma.br/index.php/revistahuufma,https://doaj.org/toc/64e4b72540394b1d900e2ba3ddfe462b,2179-6238,2236-6288,Brazil,No,No,revista@huufma.br,revista@huufma.br,revista@huufma.br
Nuntius Antiquus,http://www.periodicos.letras.ufmg.br/index.php/nuntius_antiquus,https://doaj.org/toc/9f2df543192d46b3bbd2da9ba5206594,2179-7064,1983-3636,Brazil,No,No,,,
Antropolítica : Revista Contemporânea de Antropologia,https://periodicos.uff.br/antropolitica/index,https://doaj.org/toc/236a65df0d83400c8256d979b7391393,,2179-7331,Brazil,No,No,,antropoliticauff@gmail.com,antropoliticauff@gmail.com
Revista de Enfermagem da Universidade Federal de Santa Maria,https://periodicos.ufsm.br/index.php/reufsm,https://doaj.org/toc/6417f45387e84ed596c57a8d49643dd5,,2179-7692,Brazil,Yes,Yes,,,
Revista Brasileira de Políticas Públicas,http://www.publicacoesacademicas.uniceub.br/index.php/RBPP,https://doaj.org/toc/498505d495c445b88b83f44b6d36de65,2179-8338,2236-1677,Brazil,No,No,marcelodvarella@gmail.com,marcelodvarella@gmail.com,marcelodvarella@gmail.com
Imagens da Educação,https://periodicos.uem.br/ojs/index.php/ImagensEduc,https://doaj.org/toc/407fbd01ca824e6d961905fd4952c108,,2179-8427,Brazil,No,No,,,
Revista Educação Por Escrito,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito,https://doaj.org/toc/239e9294416745bca042e2eb5f0d5a53,,2179-8435,Brazil,No,No,,alexandre.guilherme@pucrs.br ; editora.periodicos@pucrs.br,alexandre.guilherme@pucrs.br ; editora.periodicos@pucrs.br
Reuna,https://revistas.una.br/reuna/index,https://doaj.org/toc/107b95bee97f42d1ac00672e2af5e691,,2179-8834,Brazil,No,No,,,
Revista Pró-UniverSUS,http://editora.universidadedevassouras.edu.br/index.php/RPU,https://doaj.org/toc/7fb68a13135c4ad18030ae7269c3122a,,2179-8931,Brazil,Yes,No,,editorauss@universidadedevassouras.edu.br ; diretoria.editora@universidadedevassouras.edu.br,editorauss@universidadedevassouras.edu.br ; diretoria.editora@universidadedevassouras.edu.br
Revista Direito e Práxis,http://www.e-publicacoes.uerj.br/index.php/revistaceaju/index,https://doaj.org/toc/b08631b4f4ec4e799b0467ef91830119,,2179-8966,Brazil,No,No,,,
Mediação,http://www.fumec.br/revistas/mediacao,https://doaj.org/toc/a0ff302bb39d4a328f01df3f5776764e,,2179-9571,Brazil,No,No,,rfonseca@fumec.br,rfonseca@fumec.br
Acta Limnologica Brasiliensia,https://www.scielo.br/j/alb/,https://doaj.org/toc/40200f5287364e0db0c8e7d148375aa7,,2179-975X,Brazil,No,No,,,
Journal of Mechanical Engineering and Technology,http://journal.utem.edu.my/index.php/jmet,https://doaj.org/toc/16ad126c860e4acc92256ce0f7aee537,2180-1053,,Malaysia,No,No,,,
Issues in Language Studies,http://www.ils.unimas.my/,https://doaj.org/toc/22fc3278e98c4b1a9b3bbcd2e30fdda3,,2180-2726,Malaysia,No,No,,,
Science and Education,http://openscience.uz/,https://doaj.org/toc/e8ccdfc418fe4c8c9f40b91bc8452168,,2181-0842,Uzbekistan,No,No,,,
Eurasian Music Science Journal,https://eamsj.uz,https://doaj.org/toc/85d0f2f93d9e44e3947d804f7814d1fa,2181-9882,2181-1288,Uzbekistan,No,No,,,
DEDiCA,http://revistaseug.ugr.es/index.php/dedica/index,https://doaj.org/toc/a5bd08cfefe64a518885e351d89c329f,2182-0171,2182-018X,Spain,No,No,,directordreh@ugr.es,directordreh@ugr.es
International Journal of Food Studies,http://www.iseki-food-ejournal.com/,https://doaj.org/toc/85da2c20bc034860bdd655c0c3448af2,,2182-1054,Austria,Yes,No,,,
"CEM: Cultura, Espaço & Memória",http://ler.letras.up.pt/site/default.aspx?qry=id04id1349&sum=sim,https://doaj.org/toc/b18310a6cd204ab59b026811628614a4,2182-1097,,Portugal,No,No,,,
GOT - Revista de Geografia e Ordenamento do Território,http://cegot.org/ojs/index.php/GOT,https://doaj.org/toc/1763bb65243d4ffeb563a2d2ed35d03a,,2182-1267,Portugal,No,No,,,
Da investigação às práticas,http://ojs.eselx.ipl.pt/index.php/invep/index,https://doaj.org/toc/b2454b9a47b748d6b52e0c598b9a60bb,,2182-1372,Portugal,No,No,,marinaf@eselx.ipl.pt,marinaf@eselx.ipl.pt
Journal of Internet Services and Information Security,http://www.jisis.org,https://doaj.org/toc/3abbc68027ec416cb6d05299a6fa2c7c,2182-2069,2182-2077,"Korea, Republic of",Yes,No,,,
Journal Biomedical and Biopharmaceutical Research (BBR),http://www.alies.pt/index.php/pt/sobre-a-bbr,https://doaj.org/toc/9892530674ce4420b2137f6047ebbfc2,2182-2360,2182-2379,Portugal,No,No,bbr@alies.pt,bbr@alies.pt,bbr@alies.pt
Revista da Sociedade Portuguesa de Dermatologia e Venereologia,https://revista.spdv.com.pt,https://doaj.org/toc/f2fc69019e6d4c5ba7bb8adc49f87d5d,2182-2395,2182-2409,Portugal,No,No,,,
"Cidades, Comunidades e Território",https://journals.openedition.org/cidades,https://doaj.org/toc/8ce319c5b1b641b795076611069e997a,,2182-3030,Portugal,No,No,,pedro.costa@iscte.pt; cidades.dinamiacet@iscte.pt,pedro.costa@iscte.pt; cidades.dinamiacet@iscte.pt
"ISEL Academic Journal of Electronics, Telecommunications and Computers",http://journals.isel.pt/index.php/i-ETC/index,https://doaj.org/toc/b355e42d87c341298ca8a4b24c4b7b88,,2182-4010,Portugal,No,No,,,
Estudo Prévio,http://www.estudoprevio.net/en,https://doaj.org/toc/a1291828999d429585f1ee504223da9e,,2182-4339,Portugal,No,No,,estudoprevio@ual.pt,estudoprevio@ual.pt
Revista Internacional em Língua Portuguesa,https://rilp-aulp.org,https://doaj.org/toc/244ac7eeef7b464783147387c56ed7b3,2182-4452,2184-2043,Portugal,No,No,,,
Dos Algarves,http://www.dosalgarves.com/,https://doaj.org/toc/ab2a883930eb493f9568d259b030e071,,2182-5580,Portugal,No,No,,diretoresght@ualg.pt; fperdig@ualg.pt; rbaleiro@ualg.pt,diretoresght@ualg.pt; fperdig@ualg.pt; rbaleiro@ualg.pt
Journal of Aging and Innovation,http://journalofagingandinnovation.org/,https://doaj.org/toc/f9d2cb1097fd4cad8ebee2803d35bb31,,2182-696X,Portugal,No,No,,,
Revista de Morfologia Urbana,http://revistademorfologiaurbana.org/index.php/index,https://doaj.org/toc/f0819f23a0064788b510b098fd1994f0,,2182-7214,Portugal,No,No,,revistademorfologiaurbana@gmail.com,revistademorfologiaurbana@gmail.com
Revista E-Psi,http://www.revistaepsi.com/,https://doaj.org/toc/9da737c4241d4458b38329ede050a62a,,2182-7591,Portugal,No,No,,,
International Journal of Information Systems and Project Management,http://www.sciencesphere.org/ijispm/,https://doaj.org/toc/1a47895bf7544b1dabcc20a9d1621240,,2182-7788,Portugal,No,No,,,
Tourism & Management Studies,http://www.tmstudies.net,https://doaj.org/toc/8f807f07fac14bcd8d287af3820bb1a4,2182-8458,2182-8466,Portugal,No,No,,,
Sisyphus,http://revistas.rcaap.pt/sisyphus,https://doaj.org/toc/e9517bf457884153ac0c20b256c230a9,2182-8474,2182-9640,Portugal,No,No,,sisyphus-editor@ie.ulisboa.pt,sisyphus-editor@ie.ulisboa.pt
Revista GAMA,http://gama.belasartes.ulisboa.pt/arquivo_sp.htm,https://doaj.org/toc/d066373d0f0d4bdca29c104362783702,2182-8539,2182-8725,Portugal,Yes,No,,,
Revista CROMA,http://croma.belasartes.ulisboa.pt/atual_en.htm,https://doaj.org/toc/72288f70345e4f39ba7a015af1ae29e0,2182-8547,2182-8717,Portugal,Yes,No,joao.queiroz at fba.ul.pt,joao.queiroz at fba.ul.pt,joao.queiroz at fba.ul.pt
MatLit,https://impactum-journals.uc.pt/matlit,https://doaj.org/toc/f842ff9d10ee4bcc96fdb40d59bc10ee,,2182-8830,Portugal,No,No,,,
International Journal on Working Conditions,http://ricot.com.pt/EN/jornal.php?subop=0&search=undefined&language=EN,https://doaj.org/toc/f05d97cf5fa047289333348bdf289367,,2182-9535,Portugal,No,No,,,
Midas: Museus e Estudos Interdisciplinares,http://midas.revues.org/,https://doaj.org/toc/24b88cbf7bfa450f8157f69e26e546d3,,2182-9543,Portugal,No,No,,,
Journal of Innovation Management,https://journalsojs3.fe.up.pt/index.php/jim,https://doaj.org/toc/c3327e3a18c04fe1af0c312cab9822eb,,2183-0606,Portugal,No,No,,,
Tourism and Hospitality International Journal,https://thijournal.isce.pt/,https://doaj.org/toc/dc1659b3d39541068abc18ccfa1924ad,,2183-0800,Portugal,No,No,,,
Aniki: Revista Portuguesa da Imagem em Movimento,http://www.aim.org.pt/aniki,https://doaj.org/toc/5e94c7e010af482c9db666b280d59ab2,,2183-1750,Portugal,No,No,,aniki@aim.org.pt,aniki@aim.org.pt
Journal of Spatial and Organizational Dynamics,https://www.jsod-cieo.net/journal-tsw/index.php/jtsw/index,https://doaj.org/toc/63479ac092dc489e8f79e259b0e12f18,,2183-1912,Portugal,No,No,,,
JETEN,https://etenjournal.com/peer-reviewed-articlas/,https://doaj.org/toc/5ff48361949c42499d7f81ad2b63cc21,,2183-2234,Belgium,No,No,,,
Media and Communication,http://www.cogitatiopress.com/mediaandcommunication,https://doaj.org/toc/212c65f505e54308adda57105aa7dce7,,2183-2439,Portugal,Yes,No,,,
Politics and Governance,http://www.cogitatiopress.com/politicsandgovernance,https://doaj.org/toc/8acc9ea91c1047dab9206e2f3c239201,,2183-2463,Portugal,Yes,No,,,
Social Inclusion,http://www.cogitatiopress.com/socialinclusion,https://doaj.org/toc/1a50cd10a9894170816671c9fad26a72,,2183-2803,Portugal,Yes,No,,,
Board Game Studies Journal,https://sciendo.com/journal/BGS,https://doaj.org/toc/9c8ad0e15d1d4bba9d1d16d476301fcb,,2183-3311,Poland,No,No,,,
E3,https://revistas.ponteditora.org/index.php/e3,https://doaj.org/toc/22acca603193487185329069d4f6977d,2183-380X,2183-7201,Portugal,Yes,No,,,
Street Art & Urban Creativity,https://journals.ap2.pt/index.php/sauc,https://doaj.org/toc/0fb3d1bc128948e58fbc4da594302ebe,2183-3869,2183-9956,Portugal,Yes,Yes,,,
Redis,https://ojs.letras.up.pt/index.php/re/index,https://doaj.org/toc/c8b3f66a50f54658a90834bd087f0ff6,,2183-3958,Portugal,No,No,,,
European Journal of Management Studies,https://www.emeraldgrouppublishing.com/journal/ejms,https://doaj.org/toc/e02034a550df45d2b7c73d1c57541c57,2183-4172,2635-2648,United Kingdom,No,No,,,
Psique,https://revistapsique.autonoma.pt/,https://doaj.org/toc/387c8e3e204b47ebb79aa788bbb42933,,2183-4806,Portugal,No,No,,,
Revista Portuguesa de Investigação Comportamental e Social,http://rpics.ismt.pt/index.php/ISMT/index,https://doaj.org/toc/7ce69bcdf17e494682a8484970a647b2,,2183-4938,Portugal,No,No,,rpics@ismt.pt; helpdesk@ismt.pt,rpics@ismt.pt; helpdesk@ismt.pt
SAPIENTIAE,http://publicacoes.uor.ed.ao/index.php/sapientiae,https://doaj.org/toc/d54b3913ebcf48c7aae44c9e83f654cb,2183-5063,2184-061X,Angola,No,No,,,
Revista Jurídica Portucalense,https://revistas.rcaap.pt/juridica/,https://doaj.org/toc/d92f4109bdd64affb85e9e60d6d8babf,2183-5799,2183-5705,Portugal,No,No,mmartinez@uportu.pt,mmartinez@uportu.pt,mmartinez@uportu.pt
Práticas da História,https://www.praticasdahistoria.pt/,https://doaj.org/toc/4c6eb6e235db46adb10de989ac49be78,,2183-590X,Portugal,No,No,,,
Mediapolis,https://impactum-journals.uc.pt/mediapolis,https://doaj.org/toc/893f4e1c2f1e4789903bb8c78a58edbb,,2183-6019,Portugal,No,No,,,
Eikon: Revista de Semiótica e Cultura Visual,http://ojs.labcom-ifp.ubi.pt/index.php/eikon/index,https://doaj.org/toc/f3a1e3d93bd84be5b9d3a955b27d583d,,2183-6426,Portugal,No,No,,,
U.Porto Journal of Engineering,https://journalengineering.fe.up.pt,https://doaj.org/toc/b248abc59be34ca4b40fa0a93bf9b043,,2183-6493,Portugal,No,No,,,
Art is on,https://artis-on.letras.ulisboa.pt/index.php/aio/index,https://doaj.org/toc/4a895a101222497db7004190a7fd756d,,2183-7082,Portugal,No,No,,,
Urban Planning,http://www.cogitatiopress.com/urbanplanning,https://doaj.org/toc/912a71826dab4c8eb8a6f379e5e863c4,,2183-7635,Portugal,Yes,No,,,
Cinema & Território,https://ct-journal.uma.pt,https://doaj.org/toc/27e26d01841541448a791af75287e687,,2183-7902,Portugal,No,No,,,
Gazeta Médica,http://www.gazetamedica.pt,https://doaj.org/toc/cacf17b8be4045cd8831858b91217c19,2183-8135,2184-0628,Portugal,No,No,,,
Sophia,https://www.up.pt/revistas/index.php/sophia/index,https://doaj.org/toc/765b45f63e5b47c2bfe286685631b7b2,2183-8976,2183-9468,Portugal,No,No,,,
International Journal of Film and Media Arts,https://revistas.ulusofona.pt/index.php/ijfma/index,https://doaj.org/toc/24011b7d7402483e8dd2c54558cb0be9,,2183-9271,Portugal,No,No,,,
Convergências - Revista de Investigação e Ensino das Artes,http://convergencias.esart.ipcb.pt/,https://doaj.org/toc/f7e9d4455542430aa7f1e907c0c6048f,2184-0180,1646-9054,Portugal,No,No,,,
Revista Lusófona de Estudos Culturais,https://rlec.pt/index.php/rlec/index,https://doaj.org/toc/35707d435f084f4d844c52106ad3a59e,2184-0458,2183-0886,Portugal,No,No,rlec@ics.uminho.pt,rlec@ics.uminho.pt,rlec@ics.uminho.pt
International Journal of Occupational and Environment Safety,https://ijooes.fe.up.pt/,https://doaj.org/toc/7fdf884dcd5b4c939b0a844e0a1dd4b4,,2184-0954,Portugal,No,No,,,
PsychTech & Health Journal,http://www.psychtech-journal.com/,https://doaj.org/toc/e5c364f067b940b9b3eec99f726cfefb,,2184-1004,Portugal,No,No,,psychtech.jm@gmail.com,psychtech.jm@gmail.com
Vista,https://revistavista.pt/,https://doaj.org/toc/504e3ddfffe546159abd966f5caa052c,,2184-1284,Portugal,No,No,,,
International Journal of Philosophy and Social Values,https://revistas.ucp.pt/index.php/philosophyandsocialvalues/,https://doaj.org/toc/e1f02d338cb444ca955e79ceb0188bb5,2184-2787,,Portugal,No,No,,,
Revista Portuguesa de Enfermagem de Reabilitação,https://rper.pt,https://doaj.org/toc/7f375b8384ae4e7785a4e8f02dae5635,,2184-3023,Portugal,Yes,No,,,
J2,https://revistas.ponteditora.org/index.php/j2/index,https://doaj.org/toc/569c3be7b68b4fcabf64ce0f0194f4c5,,2184-3082,Portugal,Yes,No,,geral@ponteditora.org,geral@ponteditora.org
